,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
22223,2014,nm,new mexico,34.1,1549.0,,1,,35
22224,2014,nm,new mexico,34.9,873.0,,2,,35
22225,2014,nm,new mexico,39.5,1034.0,,3,,35
22226,2014,nm,new mexico,36.7,1032.0,,4,,35
22227,2014,nm,new mexico,39.8,1745.0,,5,,35
22228,2014,nm,new mexico,34.9,924.0,,6,,35
22233,2014,nm,new mexico,30.9,1633.0,,1,,35
22251,2014,nm,new mexico,36.2,1196.0,,0,,35
22252,2014,nm,new mexico,25.0,910.0,,2,,35
22253,2014,nm,new mexico,21.1,1071.0,,3,,35
22254,2014,nm,new mexico,13.8,1058.0,,4,,35
22255,2014,nm,new mexico,10.1,1793.0,,5,,35
22256,2014,nm,new mexico,24.7,1266.0,,6,,35
22278,2011,ny,new york,27.3,797.0,,0,,36
22279,2011,ny,new york,26.5,1114.0,,1,,36
22281,2011,ny,new york,26.0,647.0,,2,,36
22282,2011,ny,new york,28.5,842.0,,3,,36
22283,2011,ny,new york,26.8,926.0,,4,,36
22284,2011,ny,new york,20.1,1940.0,,5,,36
22285,2011,ny,new york,22.1,956.0,,6,,36
22306,2011,ny,new york,34.4,797.0,,0,,36
22307,2011,ny,new york,33.3,1114.0,,1,,36
22308,2011,ny,new york,34.6,647.0,,2,,36
22309,2011,ny,new york,33.0,842.0,,3,,36
22310,2011,ny,new york,38.2,926.0,,4,,36
22311,2011,ny,new york,37.1,1940.0,,5,,36
22312,2011,ny,new york,38.4,956.0,,6,,36
22326,2011,ny,new york,30.8,925.0,,4,,36
22328,2011,ny,new york,31.1,1965.0,,5,,36
22329,2011,ny,new york,31.6,618.0,,2,,36
22330,2011,ny,new york,31.8,986.0,,6,,36
22331,2011,ny,new york,33.3,828.0,,3,,36
22341,2011,ny,new york,39.3,1066.0,,1,,36
22343,2011,ny,new york,41.7,777.0,,0,,36
22363,2011,ny,new york,33.6,777.0,,0,,36
22364,2011,ny,new york,27.2,1044.0,,1,,36
22365,2011,ny,new york,22.3,606.0,,2,,36
22366,2011,ny,new york,22.3,831.0,,3,,36
22367,2011,ny,new york,22.2,914.0,,4,,36
22368,2011,ny,new york,16.7,1951.0,,5,,36
22369,2011,ny,new york,23.7,936.0,,6,,36
22393,2011,ny,new york,44.4,764.0,,0,,36
22394,2011,ny,new york,43.9,1025.0,,1,,36
22395,2011,ny,new york,46.1,606.0,,2,,36
22396,2011,ny,new york,51.3,817.0,,3,,36
22397,2011,ny,new york,54.7,889.0,,4,,36
22399,2011,ny,new york,48.5,908.0,,6,,36
22421,2011,ny,new york,16.7,747.0,,0,,36
22422,2011,ny,new york,15.5,1007.0,,1,,36
22423,2011,ny,new york,19.9,597.0,,2,,36
22424,2011,ny,new york,20.6,813.0,,3,,36
22425,2011,ny,new york,22.7,888.0,,4,,36
22426,2011,ny,new york,27.7,1899.0,,5,,36
22427,2011,ny,new york,20.4,884.0,,6,,36
22449,2011,ny,new york,24.4,761.0,,0,,36
22450,2011,ny,new york,26.9,1021.0,,1,,36
22451,2011,ny,new york,30.7,600.0,,2,,36
22452,2011,ny,new york,33.7,812.0,,3,,36
22453,2011,ny,new york,34.1,884.0,,4,,36
22454,2011,ny,new york,36.2,1904.0,,5,,36
22455,2011,ny,new york,32.9,894.0,,6,,36
22476,2011,ny,new york,22.7,782.0,,0,,36
22477,2011,ny,new york,24.7,1058.0,,1,,36
22478,2011,ny,new york,28.5,622.0,,2,,36
22479,2011,ny,new york,30.0,842.0,,3,,36
22480,2011,ny,new york,31.0,925.0,,4,,36
22481,2011,ny,new york,36.8,1950.0,,5,,36
22482,2011,ny,new york,29.3,985.0,,6,,36
22502,2011,ny,new york,33.7,804.0,,0,,36
22503,2011,ny,new york,35.4,1080.0,,1,,36
22504,2011,ny,new york,32.2,632.0,,2,,36
22505,2011,ny,new york,26.6,846.0,,3,,36
22506,2011,ny,new york,23.6,930.0,,4,,36
22507,2011,ny,new york,16.3,1965.0,,5,,36
22508,2011,ny,new york,27.8,1019.0,,6,,36
22529,2012,ny,new york,32.2,592.0,,0,,36
22530,2012,ny,new york,24.7,839.0,,1,,36
22531,2012,ny,new york,24.0,501.0,,2,,36
22532,2012,ny,new york,23.2,680.0,,3,,36
22533,2012,ny,new york,22.6,762.0,,4,,36
22534,2012,ny,new york,22.2,1591.0,,5,,36
22535,2012,ny,new york,19.5,735.0,,6,,36
22557,2012,ny,new york,33.2,592.0,,0,,36
22558,2012,ny,new york,37.2,839.0,,1,,36
22559,2012,ny,new york,36.8,501.0,,2,,36
22560,2012,ny,new york,36.2,680.0,,3,,36
22561,2012,ny,new york,41.0,762.0,,4,,36
22562,2012,ny,new york,37.6,1591.0,,5,,36
22563,2012,ny,new york,35.9,735.0,,6,,36
22584,2012,ny,new york,37.5,634.0,,0,,36
22585,2012,ny,new york,35.5,887.0,,1,,36
22586,2012,ny,new york,25.7,518.0,,2,,36
22587,2012,ny,new york,25.2,709.0,,3,,36
22588,2012,ny,new york,19.1,798.0,,4,,36
22589,2012,ny,new york,13.0,1649.0,,5,,36
22590,2012,ny,new york,28.9,850.0,,6,,36
22612,2013,ny,new york,29.1,952.0,,0,,36
22613,2013,ny,new york,34.1,1278.0,,1,,36
22614,2013,ny,new york,25.6,756.0,,2,,36
22615,2013,ny,new york,26.8,957.0,,3,,36
22616,2013,ny,new york,24.6,975.0,,4,,36
22618,2013,ny,new york,21.1,2397.0,,5,,36
22619,2013,ny,new york,20.7,1150.0,,6,,36
22641,2013,ny,new york,32.1,952.0,,0,,36
22642,2013,ny,new york,34.6,1278.0,,1,,36
22643,2013,ny,new york,37.9,756.0,,2,,36
22644,2013,ny,new york,38.2,957.0,,3,,36
22645,2013,ny,new york,39.0,975.0,,4,,36
22646,2013,ny,new york,37.8,2397.0,,5,,36
22647,2013,ny,new york,31.4,1150.0,,6,,36
22670,2013,ny,new york,44.8,907.0,,0,,36
22671,2013,ny,new york,36.6,1217.0,,1,,36
22672,2013,ny,new york,32.9,706.0,,2,,36
22673,2013,ny,new york,30.3,923.0,,3,,36
22674,2013,ny,new york,32.1,948.0,,4,,36
22675,2013,ny,new york,30.6,2339.0,,5,,36
22676,2013,ny,new york,37.5,1076.0,,6,,36
22687,2013,ny,new york,16.9,939.0,,4,,36
22688,2013,ny,new york,15.2,2322.0,,5,,36
22689,2013,ny,new york,28.9,1031.0,,6,,36
22696,2013,ny,new york,22.3,696.0,,2,,36
22697,2013,ny,new york,20.6,912.0,,3,,36
22704,2013,ny,new york,30.9,870.0,,0,,36
22712,2013,ny,new york,26.3,1177.0,,1,,36
22722,2013,ny,new york,39.3,856.0,,0,,36
22723,2013,ny,new york,40.5,1160.0,,1,,36
22724,2013,ny,new york,47.1,679.0,,2,,36
22725,2013,ny,new york,45.9,887.0,,3,,36
22726,2013,ny,new york,51.6,916.0,,4,,36
22727,2013,ny,new york,53.4,2269.0,,5,,36
22728,2013,ny,new york,46.8,991.0,,6,,36
22757,2013,ny,new york,16.8,840.0,,0,,36
22758,2013,ny,new york,16.9,1144.0,,1,,36
22759,2013,ny,new york,17.3,671.0,,2,,36
22760,2013,ny,new york,19.4,875.0,,3,,36
22761,2013,ny,new york,20.6,908.0,,4,,36
22762,2013,ny,new york,23.4,2253.0,,5,,36
22763,2013,ny,new york,16.4,967.0,,6,,36
22784,2013,ny,new york,24.4,854.0,,0,,36
22785,2013,ny,new york,24.5,1151.0,,1,,36
22786,2013,ny,new york,29.8,663.0,,2,,36
22787,2013,ny,new york,27.0,879.0,,3,,36
22788,2013,ny,new york,30.3,906.0,,4,,36
22789,2013,ny,new york,34.0,2252.0,,5,,36
22790,2013,ny,new york,28.4,976.0,,6,,36
22813,2013,ny,new york,25.6,886.0,,0,,36
22814,2013,ny,new york,27.7,1198.0,,1,,36
22815,2013,ny,new york,26.9,700.0,,2,,36
22816,2013,ny,new york,29.7,913.0,,3,,36
22817,2013,ny,new york,31.0,941.0,,4,,36
22818,2013,ny,new york,35.4,2313.0,,5,,36
22819,2013,ny,new york,27.7,1072.0,,6,,36
22835,2013,ny,new york,37.4,903.0,,0,,36
22836,2013,ny,new york,35.1,1222.0,,1,,36
22837,2013,ny,new york,30.4,711.0,,2,,36
22838,2013,ny,new york,29.5,928.0,,3,,36
22839,2013,ny,new york,22.3,951.0,,4,,36
22840,2013,ny,new york,17.5,2344.0,,5,,36
22841,2013,ny,new york,25.7,1105.0,,6,,36
22866,2014,ny,new york,35.1,667.0,,0,,36
22867,2014,ny,new york,28.9,951.0,,1,,36
22868,2014,ny,new york,30.4,529.0,,2,,36
22869,2014,ny,new york,31.4,722.0,,3,,36
22870,2014,ny,new york,23.7,784.0,,4,,36
22871,2014,ny,new york,22.3,1893.0,,5,,36
22872,2014,ny,new york,25.0,779.0,,6,,36
22893,2014,ny,new york,28.1,667.0,,0,,36
22894,2014,ny,new york,31.8,951.0,,1,,36
22895,2014,ny,new york,37.2,529.0,,2,,36
22896,2014,ny,new york,34.6,722.0,,3,,36
22897,2014,ny,new york,36.4,784.0,,4,,36
22898,2014,ny,new york,35.0,1893.0,,5,,36
22899,2014,ny,new york,35.2,779.0,,6,,36
22920,2014,ny,new york,36.7,704.0,,0,,36
22921,2014,ny,new york,36.4,990.0,,1,,36
22922,2014,ny,new york,32.4,558.0,,2,,36
22923,2014,ny,new york,26.3,756.0,,3,,36
22924,2014,ny,new york,20.7,812.0,,4,,36
22925,2014,ny,new york,13.7,1967.0,,5,,36
22926,2014,ny,new york,29.3,1058.0,,6,,36
22948,2011,nc,north carolina,34.8,1293.0,,0,,37
22949,2011,nc,north carolina,31.8,1841.0,,1,,37
22950,2011,nc,north carolina,33.3,1069.0,,2,,37
22951,2011,nc,north carolina,30.0,1348.0,,3,,37
22952,2011,nc,north carolina,27.9,1293.0,,4,,37
22953,2011,nc,north carolina,24.5,2189.0,,5,,37
22954,2011,nc,north carolina,25.7,1757.0,,6,,37
22975,2011,nc,north carolina,31.5,1293.0,,0,,37
22976,2011,nc,north carolina,36.8,1841.0,,1,,37
22977,2011,nc,north carolina,33.4,1069.0,,2,,37
22978,2011,nc,north carolina,37.5,1348.0,,3,,37
22979,2011,nc,north carolina,39.8,1293.0,,4,,37
22980,2011,nc,north carolina,38.7,2189.0,,5,,37
22981,2011,nc,north carolina,32.2,1757.0,,6,,37
22993,2011,nc,north carolina,32.8,2207.0,,5,,37
22999,2011,nc,north carolina,39.4,1348.0,,3,,37
23000,2011,nc,north carolina,39.4,1296.0,,4,,37
23006,2011,nc,north carolina,41.7,1785.0,,6,,37
23009,2011,nc,north carolina,42.9,1824.0,,1,,37
23010,2011,nc,north carolina,44.1,1057.0,,2,,37
23017,2011,nc,north carolina,51.2,1257.0,,0,,37
23032,2011,nc,north carolina,30.0,1216.0,,0,,37
23033,2011,nc,north carolina,26.0,1796.0,,1,,37
23034,2011,nc,north carolina,26.2,1034.0,,2,,37
23035,2011,nc,north carolina,19.7,1332.0,,3,,37
23036,2011,nc,north carolina,15.5,1271.0,,4,,37
23037,2011,nc,north carolina,12.9,2183.0,,5,,37
23038,2011,nc,north carolina,27.2,1713.0,,6,,37
23060,2011,nc,north carolina,35.8,1258.0,,0,,37
23061,2011,nc,north carolina,42.7,1811.0,,1,,37
23062,2011,nc,north carolina,44.1,1058.0,,2,,37
23063,2011,nc,north carolina,47.1,1330.0,,3,,37
23064,2011,nc,north carolina,50.7,1265.0,,4,,37
23066,2011,nc,north carolina,41.3,1755.0,,6,,37
23089,2011,nc,north carolina,13.5,1239.0,,0,,37
23090,2011,nc,north carolina,16.1,1802.0,,1,,37
23091,2011,nc,north carolina,14.7,1048.0,,2,,37
23092,2011,nc,north carolina,20.1,1317.0,,3,,37
23093,2011,nc,north carolina,18.2,1258.0,,4,,37
23094,2011,nc,north carolina,25.3,2159.0,,5,,37
23095,2011,nc,north carolina,16.1,1724.0,,6,,37
23116,2011,nc,north carolina,25.8,1859.0,,1,,37
23118,2011,nc,north carolina,20.8,1250.0,,0,,37
23119,2011,nc,north carolina,26.1,1804.0,,1,,37
23120,2011,nc,north carolina,27.5,1044.0,,2,,37
23121,2011,nc,north carolina,26.2,1316.0,,3,,37
23122,2011,nc,north carolina,28.1,1260.0,,4,,37
23123,2011,nc,north carolina,36.3,2168.0,,5,,37
23124,2011,nc,north carolina,27.5,1735.0,,6,,37
23130,2011,nc,north carolina,23.2,1077.0,,2,,37
23146,2011,nc,north carolina,24.7,1299.0,,0,,37
23147,2011,nc,north carolina,28.7,1359.0,,3,,37
23148,2011,nc,north carolina,27.4,1296.0,,4,,37
23149,2011,nc,north carolina,34.8,2205.0,,5,,37
23150,2011,nc,north carolina,25.2,1884.0,,6,,37
23172,2011,nc,north carolina,35.0,1326.0,,0,,37
23173,2011,nc,north carolina,32.7,1877.0,,1,,37
23174,2011,nc,north carolina,31.2,1089.0,,2,,37
23175,2011,nc,north carolina,26.6,1374.0,,3,,37
23176,2011,nc,north carolina,21.6,1306.0,,4,,37
23177,2011,nc,north carolina,14.0,2228.0,,5,,37
23178,2011,nc,north carolina,31.2,1930.0,,6,,37
23200,2012,nc,north carolina,32.9,1368.0,,0,,37
23201,2012,nc,north carolina,34.3,1922.0,,1,,37
23202,2012,nc,north carolina,33.9,1216.0,,2,,37
23203,2012,nc,north carolina,30.4,1366.0,,3,,37
23204,2012,nc,north carolina,30.3,1328.0,,4,,37
23205,2012,nc,north carolina,24.5,2119.0,,5,,37
23206,2012,nc,north carolina,24.3,1794.0,,6,,37
23228,2012,nc,north carolina,34.4,1368.0,,0,,37
23229,2012,nc,north carolina,34.4,1922.0,,1,,37
23230,2012,nc,north carolina,35.2,1216.0,,2,,37
23231,2012,nc,north carolina,39.3,1366.0,,3,,37
23232,2012,nc,north carolina,36.6,1328.0,,4,,37
23233,2012,nc,north carolina,40.1,2119.0,,5,,37
23234,2012,nc,north carolina,32.7,1794.0,,6,,37
23256,2012,nc,north carolina,37.6,1455.0,,0,,37
23257,2012,nc,north carolina,33.7,2052.0,,1,,37
23258,2012,nc,north carolina,27.7,1277.0,,2,,37
23259,2012,nc,north carolina,22.1,1438.0,,3,,37
23260,2012,nc,north carolina,17.0,1389.0,,4,,37
23261,2012,nc,north carolina,10.7,2197.0,,5,,37
23262,2012,nc,north carolina,29.7,2081.0,,6,,37
23284,2013,nc,north carolina,36.5,1023.0,,0,,37
23285,2013,nc,north carolina,33.2,1469.0,,1,,37
23286,2013,nc,north carolina,31.0,830.0,,2,,37
23287,2013,nc,north carolina,32.9,992.0,,3,,37
23288,2013,nc,north carolina,25.5,878.0,,4,,37
23289,2013,nc,north carolina,25.7,1577.0,,5,,37
23290,2013,nc,north carolina,25.2,1523.0,,6,,37
23312,2013,nc,north carolina,31.1,1023.0,,0,,37
23313,2013,nc,north carolina,35.5,1469.0,,1,,37
23314,2013,nc,north carolina,39.5,830.0,,2,,37
23315,2013,nc,north carolina,37.9,992.0,,3,,37
23316,2013,nc,north carolina,39.4,878.0,,4,,37
23317,2013,nc,north carolina,38.8,1577.0,,5,,37
23318,2013,nc,north carolina,34.7,1523.0,,6,,37
23340,2013,nc,north carolina,50.4,997.0,,0,,37
23342,2013,nc,north carolina,42.3,1456.0,,1,,37
23343,2013,nc,north carolina,44.1,800.0,,2,,37
23344,2013,nc,north carolina,43.6,946.0,,3,,37
23345,2013,nc,north carolina,40.4,884.0,,4,,37
23346,2013,nc,north carolina,37.5,1554.0,,5,,37
23347,2013,nc,north carolina,42.8,1502.0,,6,,37
23360,2013,nc,north carolina,28.4,1420.0,,6,,37
23364,2013,nc,north carolina,24.2,1439.0,,1,,37
23365,2013,nc,north carolina,32.7,968.0,,0,,37
23369,2013,nc,north carolina,16.3,873.0,,4,,37
23370,2013,nc,north carolina,14.9,1532.0,,5,,37
23377,2013,nc,north carolina,21.9,802.0,,2,,37
23383,2013,nc,north carolina,21.7,941.0,,3,,37
23390,2013,nc,north carolina,46.8,1483.0,,6,,37
23409,2013,nc,north carolina,37.3,997.0,,0,,37
23410,2013,nc,north carolina,41.3,1444.0,,1,,37
23411,2013,nc,north carolina,47.1,798.0,,2,,37
23412,2013,nc,north carolina,50.1,939.0,,3,,37
23413,2013,nc,north carolina,54.4,875.0,,4,,37
23418,2013,nc,north carolina,12.4,988.0,,0,,37
23420,2013,nc,north carolina,14.5,1435.0,,1,,37
23421,2013,nc,north carolina,19.3,794.0,,2,,37
23422,2013,nc,north carolina,18.7,934.0,,3,,37
23423,2013,nc,north carolina,18.7,871.0,,4,,37
23424,2013,nc,north carolina,27.1,1531.0,,5,,37
23425,2013,nc,north carolina,18.2,1455.0,,6,,37
23456,2013,nc,north carolina,22.4,991.0,,0,,37
23457,2013,nc,north carolina,24.7,1440.0,,1,,37
23458,2013,nc,north carolina,29.5,797.0,,2,,37
23459,2013,nc,north carolina,28.2,933.0,,3,,37
23460,2013,nc,north carolina,31.0,867.0,,4,,37
23461,2013,nc,north carolina,35.0,1530.0,,5,,37
23462,2013,nc,north carolina,29.5,1466.0,,6,,37
23482,2013,nc,north carolina,20.4,1029.0,,0,,37
23483,2013,nc,north carolina,23.8,1486.0,,1,,37
23484,2013,nc,north carolina,27.9,817.0,,2,,37
23485,2013,nc,north carolina,27.8,963.0,,3,,37
23486,2013,nc,north carolina,28.8,890.0,,4,,37
23487,2013,nc,north carolina,35.8,1556.0,,5,,37
23488,2013,nc,north carolina,26.8,1564.0,,6,,37
23497,2013,nc,north carolina,35.7,1498.0,,1,,37
23498,2013,nc,north carolina,29.4,824.0,,2,,37
23510,2013,nc,north carolina,24.9,971.0,,3,,37
23511,2013,nc,north carolina,17.0,898.0,,4,,37
23512,2013,nc,north carolina,16.2,1568.0,,5,,37
23513,2013,nc,north carolina,29.7,1601.0,,6,,37
23524,2013,nc,north carolina,37.0,1041.0,,0,,37
23537,2014,nc,north carolina,34.2,698.0,,0,,37
23538,2014,nc,north carolina,33.8,1095.0,,1,,37
23539,2014,nc,north carolina,32.5,676.0,,2,,37
23540,2014,nc,north carolina,32.3,801.0,,3,,37
23541,2014,nc,north carolina,32.2,756.0,,4,,37
23542,2014,nc,north carolina,24.0,1401.0,,5,,37
23543,2014,nc,north carolina,25.0,1194.0,,6,,37
23565,2014,nc,north carolina,32.3,698.0,,0,,37
23566,2014,nc,north carolina,36.4,1095.0,,1,,37
23567,2014,nc,north carolina,35.8,676.0,,2,,37
23568,2014,nc,north carolina,36.4,801.0,,3,,37
23569,2014,nc,north carolina,35.3,756.0,,4,,37
23570,2014,nc,north carolina,39.8,1401.0,,5,,37
23571,2014,nc,north carolina,32.7,1194.0,,6,,37
23593,2014,nc,north carolina,38.3,763.0,,0,,37
23594,2014,nc,north carolina,31.5,1189.0,,1,,37
23595,2014,nc,north carolina,25.2,702.0,,2,,37
23596,2014,nc,north carolina,21.2,846.0,,3,,37
23597,2014,nc,north carolina,18.9,790.0,,4,,37
23598,2014,nc,north carolina,9.1,1457.0,,5,,37
23599,2014,nc,north carolina,25.8,1534.0,,6,,37
23610,2011,nd,north dakota,33.0,368.0,,0,,38
23611,2011,nd,north dakota,26.6,645.0,,1,,38
23612,2011,nd,north dakota,28.7,572.0,,2,,38
23613,2011,nd,north dakota,32.6,757.0,,3,,38
23614,2011,nd,north dakota,29.0,841.0,,4,,38
23615,2011,nd,north dakota,27.0,1192.0,,5,,38
23616,2011,nd,north dakota,18.7,607.0,,6,,38
23648,2011,nd,north dakota,28.3,368.0,,0,,38
23649,2011,nd,north dakota,33.8,645.0,,1,,38
23650,2011,nd,north dakota,37.7,572.0,,2,,38
23651,2011,nd,north dakota,35.3,757.0,,3,,38
23652,2011,nd,north dakota,40.5,841.0,,4,,38
23653,2011,nd,north dakota,39.6,1192.0,,5,,38
23654,2011,nd,north dakota,31.1,607.0,,6,,38
23668,2011,nd,north dakota,34.1,560.0,,2,,38
23670,2011,nd,north dakota,35.9,1196.0,,5,,38
23673,2011,nd,north dakota,39.8,622.0,,6,,38
23675,2011,nd,north dakota,40.6,835.0,,4,,38
23677,2011,nd,north dakota,41.0,634.0,,1,,38
23681,2011,nd,north dakota,41.6,758.0,,3,,38
23682,2011,nd,north dakota,41.8,353.0,,0,,38
23705,2011,nd,north dakota,36.7,350.0,,0,,38
23706,2011,nd,north dakota,30.9,620.0,,1,,38
23707,2011,nd,north dakota,26.0,550.0,,2,,38
23708,2011,nd,north dakota,27.3,747.0,,3,,38
23709,2011,nd,north dakota,24.4,831.0,,4,,38
23710,2011,nd,north dakota,20.0,1191.0,,5,,38
23711,2011,nd,north dakota,32.6,603.0,,6,,38
23733,2011,nd,north dakota,47.1,339.0,,0,,38
23734,2011,nd,north dakota,43.0,611.0,,1,,38
23735,2011,nd,north dakota,44.4,557.0,,2,,38
23736,2011,nd,north dakota,45.1,738.0,,3,,38
23737,2011,nd,north dakota,47.7,824.0,,4,,38
23738,2011,nd,north dakota,53.7,1172.0,,5,,38
23739,2011,nd,north dakota,45.7,600.0,,6,,38
23763,2011,nd,north dakota,17.9,333.0,,0,,38
23764,2011,nd,north dakota,15.7,601.0,,1,,38
23765,2011,nd,north dakota,15.5,551.0,,2,,38
23766,2011,nd,north dakota,14.8,733.0,,3,,38
23767,2011,nd,north dakota,18.6,819.0,,4,,38
23768,2011,nd,north dakota,23.6,1164.0,,5,,38
23769,2011,nd,north dakota,15.8,587.0,,6,,38
23776,2011,nd,north dakota,29.0,352.0,,0,,38
23789,2011,nd,north dakota,22.9,633.0,,1,,38
23793,2011,nd,north dakota,25.5,337.0,,0,,38
23794,2011,nd,north dakota,22.8,607.0,,1,,38
23795,2011,nd,north dakota,26.2,552.0,,2,,38
23796,2011,nd,north dakota,25.3,733.0,,3,,38
23797,2011,nd,north dakota,24.7,821.0,,4,,38
23798,2011,nd,north dakota,30.3,1165.0,,5,,38
23799,2011,nd,north dakota,25.0,587.0,,6,,38
23819,2011,nd,north dakota,25.9,562.0,,2,,38
23820,2011,nd,north dakota,22.5,749.0,,3,,38
23821,2011,nd,north dakota,27.9,844.0,,4,,38
23822,2011,nd,north dakota,34.3,1191.0,,5,,38
23823,2011,nd,north dakota,25.8,643.0,,6,,38
23844,2011,nd,north dakota,30.8,363.0,,0,,38
23845,2011,nd,north dakota,36.0,645.0,,1,,38
23846,2011,nd,north dakota,31.2,569.0,,2,,38
23847,2011,nd,north dakota,27.9,757.0,,3,,38
23848,2011,nd,north dakota,25.0,848.0,,4,,38
23849,2011,nd,north dakota,19.9,1201.0,,5,,38
23850,2011,nd,north dakota,25.9,659.0,,6,,38
23872,2012,nd,north dakota,30.9,334.0,,0,,38
23873,2012,nd,north dakota,32.1,595.0,,1,,38
23874,2012,nd,north dakota,26.8,481.0,,2,,38
23875,2012,nd,north dakota,32.2,685.0,,3,,38
23876,2012,nd,north dakota,31.1,715.0,,4,,38
23877,2012,nd,north dakota,31.2,1270.0,,5,,38
23878,2012,nd,north dakota,20.0,545.0,,6,,38
23900,2012,nd,north dakota,31.0,334.0,,0,,38
23901,2012,nd,north dakota,35.5,595.0,,1,,38
23902,2012,nd,north dakota,39.5,481.0,,2,,38
23903,2012,nd,north dakota,33.0,685.0,,3,,38
23905,2012,nd,north dakota,37.5,715.0,,4,,38
23906,2012,nd,north dakota,40.1,1270.0,,5,,38
23907,2012,nd,north dakota,34.0,545.0,,6,,38
23929,2012,nd,north dakota,30.0,348.0,,0,,38
23930,2012,nd,north dakota,31.2,610.0,,1,,38
23931,2012,nd,north dakota,31.3,504.0,,2,,38
23932,2012,nd,north dakota,23.0,715.0,,3,,38
23933,2012,nd,north dakota,23.1,752.0,,4,,38
23934,2012,nd,north dakota,14.8,1322.0,,5,,38
23935,2012,nd,north dakota,27.8,622.0,,6,,38
23957,2013,nd,north dakota,30.1,466.0,,0,,38
23958,2013,nd,north dakota,36.6,890.0,,1,,38
23959,2013,nd,north dakota,35.1,681.0,,2,,38
23960,2013,nd,north dakota,30.5,1021.0,,3,,38
23961,2013,nd,north dakota,30.2,1209.0,,4,,38
23962,2013,nd,north dakota,28.5,2255.0,,5,,38
23963,2013,nd,north dakota,30.0,891.0,,6,,38
23985,2013,nd,north dakota,31.1,466.0,,0,,38
23986,2013,nd,north dakota,28.1,890.0,,1,,38
23987,2013,nd,north dakota,35.3,681.0,,2,,38
23988,2013,nd,north dakota,39.3,1021.0,,3,,38
23989,2013,nd,north dakota,40.4,1209.0,,4,,38
23990,2013,nd,north dakota,40.9,2255.0,,5,,38
23991,2013,nd,north dakota,31.9,891.0,,6,,38
24013,2013,nd,north dakota,45.0,455.0,,0,,38
24014,2013,nd,north dakota,42.1,858.0,,1,,38
24015,2013,nd,north dakota,46.7,662.0,,2,,38
24016,2013,nd,north dakota,37.7,990.0,,3,,38
24017,2013,nd,north dakota,36.3,1182.0,,4,,38
24018,2013,nd,north dakota,40.3,2228.0,,5,,38
24019,2013,nd,north dakota,39.6,874.0,,6,,38
24035,2013,nd,north dakota,22.6,2210.0,,5,,38
24036,2013,nd,north dakota,24.6,1181.0,,4,,38
24042,2013,nd,north dakota,28.9,649.0,,2,,38
24043,2013,nd,north dakota,26.3,981.0,,3,,38
24048,2013,nd,north dakota,33.9,834.0,,6,,38
24049,2013,nd,north dakota,35.5,448.0,,0,,38
24055,2013,nd,north dakota,31.1,838.0,,1,,38
24070,2013,nd,north dakota,40.9,449.0,,0,,38
24071,2013,nd,north dakota,42.0,841.0,,1,,38
24072,2013,nd,north dakota,40.8,650.0,,2,,38
24073,2013,nd,north dakota,43.0,969.0,,3,,38
24074,2013,nd,north dakota,46.2,1179.0,,4,,38
24075,2013,nd,north dakota,51.1,2191.0,,5,,38
24076,2013,nd,north dakota,41.7,821.0,,6,,38
24098,2013,nd,north dakota,14.5,442.0,,0,,38
24099,2013,nd,north dakota,14.7,832.0,,1,,38
24100,2013,nd,north dakota,13.8,644.0,,2,,38
24101,2013,nd,north dakota,14.2,964.0,,3,,38
24102,2013,nd,north dakota,18.7,1165.0,,4,,38
24103,2013,nd,north dakota,18.3,2179.0,,5,,38
24104,2013,nd,north dakota,15.9,805.0,,6,,38
24115,2013,nd,north dakota,24.8,837.0,,1,,38
24116,2013,nd,north dakota,23.7,646.0,,2,,38
24117,2013,nd,north dakota,24.4,963.0,,3,,38
24118,2013,nd,north dakota,26.1,1175.0,,4,,38
24119,2013,nd,north dakota,29.5,2185.0,,5,,38
24120,2013,nd,north dakota,24.8,816.0,,6,,38
24143,2013,nd,north dakota,20.5,444.0,,0,,38
24148,2013,nd,north dakota,25.8,891.0,,6,,38
24159,2013,nd,north dakota,27.6,460.0,,0,,38
24160,2013,nd,north dakota,25.4,865.0,,1,,38
24161,2013,nd,north dakota,23.6,668.0,,2,,38
24162,2013,nd,north dakota,25.9,990.0,,3,,38
24163,2013,nd,north dakota,27.2,1188.0,,4,,38
24164,2013,nd,north dakota,29.4,2226.0,,5,,38
24168,2013,nd,north dakota,30.2,672.0,,2,,38
24169,2013,nd,north dakota,27.1,996.0,,3,,38
24170,2013,nd,north dakota,39.4,468.0,,0,,38
24182,2013,nd,north dakota,26.0,1206.0,,4,,38
24183,2013,nd,north dakota,21.3,2242.0,,5,,38
24184,2013,nd,north dakota,30.4,922.0,,6,,38
24195,2013,nd,north dakota,32.5,874.0,,1,,38
24209,2014,nd,north dakota,35.1,430.0,,0,,38
24210,2014,nd,north dakota,34.3,849.0,,1,,38
24211,2014,nd,north dakota,29.4,672.0,,2,,38
24212,2014,nd,north dakota,33.8,953.0,,3,,38
24213,2014,nd,north dakota,36.8,1160.0,,4,,38
24214,2014,nd,north dakota,29.8,2408.0,,5,,38
24215,2014,nd,north dakota,28.5,797.0,,6,,38
24237,2014,nd,north dakota,29.4,430.0,,0,,38
24238,2014,nd,north dakota,32.3,849.0,,1,,38
